symbol,name,price,marketCap,volume,industry
KLAC,KLA Corporation Common Stock,1548.85,203018008947.0,522241,Technology
T,AT&T Inc.,28.04,195818917979.0,27596389,Telecommunications
NEE,NextEra Energy Inc. Common Stock,93.67,195330318428.0,6114238,Technology
AMGN,Amgen Inc. Common Stock,340.0,183283009500.0,3159442,Health Care
TXN,Texas Instruments Incorporated Common Stock,199.735,181851402605.0,4634614,Technology
TMO,Thermo Fisher Scientific Inc Common Stock,489.5,181841537438.0,1286622,Industrials
ABT,Abbott Laboratories Common Stock,101.83,177352965303.0,13302876,Health Care
TJX,TJX Companies Inc. (The) Common Stock,157.58,174411222857.0,4299208,Consumer Discretionary
GILD,Gilead Sciences Inc. Common Stock,138.8,172309169286.0,5434504,Health Care
DIS,Walt Disney Company (The) Common Stock,95.78,169676171329.0,7784416,Consumer Discretionary
CRM,Salesforce Inc. Common Stock,182.96,168872080000.0,12274471,Technology
ANET,Arista Networks Inc. Common Stock,133.64,167923725758.0,5692064,Telecommunications
BA,Boeing Company (The) Common Stock,210.0,165027269400.0,3981752,Industrials
SCHW,Charles Schwab Corporation (The) Common Stock,93.34,162234201823.0,11963748,Finance
COP,ConocoPhillips Common Stock,131.77,160865840248.0,6713360,Energy
ISRG,Intuitive Surgical Inc. Common Stock,452.95,160856240849.0,1791167,Health Care
ADI,Analog Devices Inc. Common Stock,327.41,159842923043.0,2337142,Technology
APH,Amphenol Corporation Common Stock,128.38,157806612713.0,4447596,Technology
DE,Deere & Company Common Stock,576.0,155581794432.0,874629,Industrials
PFE,Pfizer Inc. Common Stock,27.1,154154451096.0,46112356,Health Care
TBB,AT&T Inc. 5.350% Global Notes due 2066,21.5,153733287820.0,146317,Telecommunications
BLK,BlackRock Inc. Common Stock,958.46,149080340595.0,467489,Finance
UBER,Uber Technologies Inc. Common Stock,71.73,146540541183.0,9553073,Real Estate
UNP,Union Pacific Corporation Common Stock,246.11,146110166413.0,2877909,Industrials
LMT,Lockheed Martin Corporation Common Stock,627.7,144661071469.0,724456,Industrials
SCCO,Southern Copper Corporation Common Stock,173.97,142499363176.0,1154927,Basic Materials
HON,Honeywell International Inc. Common Stock,223.84,142289648912.0,3712074,Industrials
WELL,Welltower Inc. Common Stock,201.58,140652954997.0,1929982,Real Estate
PANW,Palo Alto Networks Inc. Common Stock,169.87,138613920000.0,8626477,Technology
APP,Applovin Corporation Class A Common Stock,410.44,138432382320.0,2854570,Technology
BKNG,Booking Holdings Inc. Common Stock,173.41,137311873247.0,9090670,Consumer Discretionary
DHR,Danaher Corporation Common Stock,191.01,135177666023.0,2931698,Industrials
QCOM,QUALCOMM Incorporated Common Stock,124.07,132382690000.0,8759648,Technology
SPGI,S&P Global Inc. Common Stock,430.06,130367053924.0,1541542,Finance
LOW,Lowe's Companies Inc. Common Stock,231.61,129716290791.0,2516644,Consumer Discretionary
GLW,Corning Incorporated Common Stock,148.52,127422453149.0,7626727,Industrials
SYK,Stryker Corporation Common Stock,332.07,127177580894.0,1660053,Health Care
PLD,Prologis Inc. Common Stock,133.22,124191770657.0,2299503,Real Estate
NEM,Newmont Corporation,114.65,123814333355.0,7877330,Basic Materials
BMY,Bristol-Myers Squibb Company Common Stock,57.67,117746883690.0,8983926,Health Care
PGR,Progressive Corporation (The) Common Stock,196.85,115335665588.0,2876213,Finance
PH,Parker-Hannifin Corporation Common Stock,912.97,115231904481.0,455797,Industrials
DELL,Dell Technologies Inc. Class C Common Stock ,177.69,114743042258.0,5677521,Technology
INTU,Intuit Inc. Common Stock,410.24,113451872000.0,2142228,Technology
COF,Capital One Financial Corporation Common Stock,181.15,113237276392.0,5964630,Finance
CME,CME Group Inc. Class A Common Stock,310.58,112680933797.0,1518563,Finance
MDT,Medtronic plc. Ordinary Shares,86.42,110953338589.0,6991440,Health Care
MO,Altria Group Inc.,66.25,110724523615.0,10970234,Health Care
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,431.86,109889783177.0,1027552,Health Care
HCA,HCA Healthcare Inc. Common Stock,489.58,109454894374.0,1104969,Health Care
SO,Southern Company (The) Common Stock,96.82,109243925457.0,3793820,Utilities
SBUX,Starbucks Corporation Common Stock,95.21,108469142827.0,6189191,Consumer Discretionary
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,423.23,107337091311.0,4587876,Technology
WDC,Western Digital Corporation Common Stock,311.96,105766270147.0,5661099,Technology
NOW,ServiceNow Inc. Common Stock,100.55,105175300000.0,11722423,Technology
MCK,McKesson Corporation Common Stock,856.62,104925204559.0,891784,Health Care
SNDK,Sandisk Corporation Common Stock,710.8,104914770898.0,13526255,Technology
DUK,Duke Energy Corporation (Holding Company) Common Stock,131.82,102571465328.0,2561273,Utilities
VRT,Vertiv Holdings LLC Class A Common Stock,262.3,100355577107.0,2856136,Technology
CVS,CVS Health Corporation Common Stock,78.22,100247096403.0,16396558,Consumer Staples
CMCSA,Comcast Corporation Class A Common Stock,27.79,99984140173.0,37088176,Telecommunications
EQIX,Equinix Inc. Common Stock REIT,1007.29,99342452220.0,423576,Real Estate
NOC,Northrop Grumman Corporation Common Stock,690.5,98073896290.0,606997,Industrials
ADBE,Adobe Inc. Common Stock,240.14,97064588000.0,3301156,Technology
MRVL,Marvell Technology Inc. Common Stock,109.38,95648242838.0,18619097,Technology
HWM,Howmet Aerospace Inc. Common Stock,236.02,94629873669.0,1309103,Industrials
GD,General Dynamics Corporation Common Stock,348.43,94370823697.0,673739,Industrials
ICE,Intercontinental Exchange Inc. Common Stock,166.3,94197435554.0,2567189,Finance
WM,Waste Management Inc. Common Stock,233.31,94003750785.0,1379827,Utilities
BSX,Boston Scientific Corporation Common Stock,61.86,91934795831.0,18312164,Health Care
WMB,Williams Companies Inc. (The) Common Stock,74.04,90538398207.0,5562111,Utilities
MAR,Marriott International Class A Common Stock,330.93,87673944443.0,1497215,Consumer Discretionary
FCX,Freeport-McMoRan Inc. Common Stock,60.76,87324369581.0,18204106,Basic Materials
PNC,PNC Financial Services Group Inc. (The) Common Stock,213.92,86289107848.0,3990273,Finance
BK,The Bank of New York Mellon Corporation Common Stock,124.62,85766846497.0,3663940,Finance
CEG,Constellation Energy Corporation Common Stock ,272.58,85401953937.0,2805353,Utilities
FDX,FedEx Corporation Common Stock,357.0,85182611892.0,1043042,Consumer Discretionary
BX,Blackstone Inc. Common Stock,112.73,83666034482.0,4072917,Finance
USB,U.S. Bancorp Common Stock,53.7,83433464406.0,9184676,Finance
MRSH,Marsh Common Stock,172.66,83411346382.0,1696656,Finance
PWR,Quanta Services Inc. Common Stock,555.57,83124065614.0,520398,Industrials
EPD,Enterprise Products Partners L.P. Common Stock,38.41,83033227834.0,2710199,Utilities
UPS,United Parcel Service Inc. Common Stock,97.57,82861117310.0,4412623,Industrials
ADP,Automatic Data Processing Inc. Common Stock,203.61,81982418954.0,2257469,Industrials
AMT,American Tower Corporation (REIT) Common Stock,174.08,81136045466.0,3614916,Real Estate
KKR,KKR & Co. Inc. Common Stock,90.75,80908243631.0,2848540,Finance
REGN,Regeneron Pharmaceuticals Inc. Common Stock,760.27,80375596908.0,620087,Health Care
MCO,Moody's Corporation Common Stock,438.0,77965697250.0,684704,Finance
SHW,Sherwin-Williams Company (The) Common Stock,313.96,77661882778.0,1326167,Consumer Discretionary
EOG,EOG Resources Inc. Common Stock,144.23,77266291853.0,4398945,Energy
CDNS,Cadence Design Systems Inc. Common Stock,279.48,77162211165.0,1271385,Technology
CSX,CSX Corporation Common Stock,41.42,77071630611.0,13190642,Industrials
CMI,Cummins Inc. Common Stock,556.78,76978966308.0,552934,Industrials
ORLY,O'Reilly Automotive Inc. Common Stock,91.36,76440863762.0,3426576,Consumer Discretionary
SNPS,Synopsys Inc. Common Stock,397.9,76222530543.0,912865,Technology
NET,Cloudflare Inc. Class A Common Stock,216.29,76129818654.0,3710888,Technology
ABNB,Airbnb Inc. Class A Common Stock,124.97,76070983331.0,2727736,Consumer Discretionary
EMR,Emerson Electric Company Common Stock,134.64,75667680000.0,3024538,Technology
MMM,3M Company Common Stock,144.35,75407888294.0,2882323,Health Care
VLO,Valero Energy Corporation Common Stock,251.49,75183858720.0,3550501,Energy
ITW,Illinois Tool Works Inc. Common Stock,259.04,74623744807.0,1459901,Industrials
KMI,Kinder Morgan Inc. Common Stock,33.3,74086468970.0,9328225,Utilities
ECL,Ecolab Inc. Common Stock,262.26,74068457396.0,1237425,Consumer Discretionary
MDLZ,Mondelez International Inc. Class A Common Stock,57.51,73811588491.0,9043331,Consumer Staples
MSI,Motorola Solutions Inc. Common Stock,442.45,73536787687.0,528738,Technology
MPC,Marathon Petroleum Corporation Common Stock,245.42,72444241836.0,1964844,Energy
RCL,Royal Caribbean Cruises Ltd. Common Stock,267.71,72423131996.0,2232076,Consumer Discretionary
CI,The Cigna Group Common Stock,274.25,72272629967.0,1516416,Health Care
AEP,American Electric Power Company Inc. Common Stock,132.92,72250457762.0,1811058,Utilities
MNST,Monster Beverage Corporation,72.44,70839512234.0,5611516,Consumer Staples
NSC,Norfolk Southern Corporation Common Stock,288.5,70632187331.0,1328553,Industrials
CVNA,Carvana Co. Class A Common Stock,320.22,70161239513.0,1855269,Consumer Discretionary
PSX,Phillips 66 Common Stock,174.7,70051658648.0,3804255,Energy
ROST,Ross Stores Inc. Common Stock,216.34,69738669030.0,2691399,Consumer Discretionary
HLT,Hilton Worldwide Holdings Inc. Common Stock ,302.16,69132979720.0,1497529,Consumer Discretionary
AON,Aon plc Class A Ordinary Shares (Ireland),322.47,69090647325.0,1187695,Finance
ELV,Elevance Health Inc. Common Stock,311.83,68498102025.0,2408897,Health Care
CTAS,Cintas Corporation Common Stock,170.28,68093208921.0,2482032,Industrials
RSG,Republic Services Inc. Common Stock,220.38,68087765593.0,1144248,Utilities
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,27.37,67875670826.0,16358841,Consumer Discretionary
DASH,DoorDash Inc. Class A Common Stock,155.9,67727068277.0,3271839,Technology
CL,Colgate-Palmolive Company Common Stock,83.13,66607041630.0,6022373,Consumer Discretionary
LHX,L3Harris Technologies Inc. Common Stock,354.0,66122206830.0,747338,Industrials
TDG,Transdigm Group Incorporated Common Stock,1169.57,66049785078.0,301790,Industrials
ET,Energy Transfer LP Common Units ,19.12,65778814674.0,23568372,Utilities
GM,General Motors Company Common Stock,72.76,65772700984.0,5858092,Industrials
APD,Air Products and Chemicals Inc. Common Stock,292.39,65102390179.0,1260771,Basic Materials
SRE,DBA Sempra Common Stock,98.46,64327123464.0,2209141,Utilities
TRV,The Travelers Companies Inc. Common Stock,295.05,63800992985.0,922463,Finance
CIEN,Ciena Corporation Common Stock,447.88,63329527485.0,1903916,Utilities
NKE,Nike Inc. Common Stock,42.69,63219067439.0,36826101,Consumer Discretionary
HOOD,Robinhood Markets Inc. Class A Common Stock,69.65,62706479364.0,23462721,Finance
DLR,Digital Realty Trust Inc. Common Stock,182.42,62682329294.0,1253992,Real Estate
COR,Cencora Inc. Common Stock,320.89,62422950547.0,1253417,Health Care
OXY,Occidental Petroleum Corporation Common Stock,62.94,62417294692.0,12598234,Energy
PCAR,PACCAR Inc. Common Stock,118.2,62204282463.0,1779467,Consumer Discretionary
FTNT,Fortinet Inc. Common Stock,83.72,61946402369.0,5584909,Technology
SPG,Simon Property Group Inc. Common Stock,190.57,61906318806.0,882141,Real Estate
APO,Apollo Global Management Inc. (New) Common Stock,105.36,60924139532.0,2814719,Finance
BKR,Baker Hughes Company Class A Common Stock,61.25,60745137504.0,4898904,Consumer Discretionary
LNG,Cheniere Energy Inc. Common Stock,284.27,59754373550.0,2734595,Utilities
TFC,Truist Financial Corporation Common Stock,47.83,59357496438.0,13733230,Finance
SOMN,Southern Company (The) 2025 Series A Corporate Units,51.92,58582365314.0,308651,Basic Materials
MPWR,Monolithic Power Systems Inc. Common Stock,1191.22,58510343960.0,437736,Technology
LITE,Lumentum Holdings Inc. Common Stock,815.75,58244550000.0,5249526,Telecommunications
O,Realty Income Corporation Common Stock,62.23,58026402954.0,4598005,Real Estate
CTVA,Corteva Inc. Common Stock ,85.33,57286850316.0,2925437,Consumer Staples
OKE,ONEOK Inc. Common Stock,90.63,57099675453.0,4267946,Utilities
AFL,AFLAC Incorporated Common Stock,110.52,57069151835.0,1634096,Finance
MDLN,Medline Inc. Class A Common Stock,43.12,56646459925.0,5511864,Health Care
MPLX,MPLX LP Common Units Representing Limited Partner Interests,55.24,56079887576.0,1893053,Energy
AJG,Arthur J. Gallagher & Co. Common Stock,217.57,55891135649.0,1850662,Finance
AZO,AutoZone Inc. Common Stock,3387.0,55806989340.0,82597,Consumer Discretionary
D,Dominion Energy Inc. Common Stock,62.69,55102298109.0,2634146,Utilities
FANG,Diamondback Energy Inc. Common Stock,195.5,54994913428.0,2490395,Energy
ALL,Allstate Corporation (The) Common Stock,210.53,54640080816.0,1383647,Finance
TGT,Target Corporation Common Stock,119.52,54125299997.0,3786959,Consumer Discretionary
TRGP,Targa Resources Inc. Common Stock,250.98,53910998180.0,1068626,Utilities
GWW,W.W. Grainger Inc. Common Stock,1108.15,52448722878.0,254014,Industrials
FAST,Fastenal Company Common Stock,45.64,52404416857.0,7122122,Consumer Discretionary
ETR,Entergy Corporation Common Stock,113.87,52129530340.0,2106819,Utilities
VST,Vistra Corp. Common Stock,153.68,52028255195.0,2203096,Utilities
SNOW,Snowflake Inc. Common Stock,149.24,51592268000.0,5228748,Technology
KEYS,Keysight Technologies Inc. Common Stock,300.61,51555365022.0,950394,Industrials
EA,Electronic Arts Inc. Common Stock,203.95,51039244766.0,1263871,Consumer Discretionary
UI,Ubiquiti Inc. Common Stock,836.9,50649852499.0,75972,Technology
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,24.73,50377969192.0,35308,Finance
XEL,Xcel Energy Inc. Common Stock,80.54,50247038519.0,3389936,Utilities
EXC,Exelon Corporation Common Stock,49.05,50186738214.0,4544260,Utilities
TER,Teradyne Inc. Common Stock,320.48,50174165485.0,1858643,Industrials
FIX,Comfort Systems USA Inc. Common Stock,1424.91,50121162228.0,226305,Industrials
CAH,Cardinal Health Inc. Common Stock,212.77,50068188724.0,1449257,Health Care
AME,AMETEK Inc.,217.75,49878997165.0,1185754,Industrials
ADSK,Autodesk Inc. Common Stock,234.96,49576560000.0,1317483,Technology
ZTS,Zoetis Inc. Class A Common Stock,116.8,49304516411.0,3253460,Health Care
NDAQ,Nasdaq Inc. Common Stock,86.4,49113549158.0,2697296,Finance
PSA,Public Storage Common Stock,279.24,49018391362.0,958265,Real Estate
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,81.36,48166741830.0,1840837,Consumer Discretionary
COHR,Coherent Corp. Common Stock,255.1,47826620445.0,3913841,Technology
EW,Edwards Lifesciences Corporation Common Stock,80.84,46607630462.0,4013910,Health Care
MET,MetLife Inc. Common Stock,71.2,46426235330.0,3605354,Finance
CARR,Carrier Global Corporation Common Stock ,55.44,46339184818.0,5264461,Industrials
COIN,Coinbase Global Inc. Class A Common Stock,175.18,46260688105.0,7335914,Finance
F,Ford Motor Company Common Stock,11.52,46207667647.0,41325336,Industrials
URI,United Rentals Inc. Common Stock,732.74,46079318453.0,335204,Consumer Discretionary
PCG,Pacific Gas & Electric Co. Common Stock,17.62,46012280655.0,18662144,Utilities
IDXX,IDEXX Laboratories Inc. Common Stock,574.8,45707486137.0,621476,Health Care
CRWV,CoreWeave Inc. Class A Common Stock,85.24,44809656457.0,15321807,Technology
KR,Kroger Company (The) Common Stock,72.68,44521995407.0,4469647,Consumer Staples
BRKRP,Bruker Corporation 6.375% Mandatory Convertible Preferred Stock Series A,291.2,44326245600.0,414,Industrials
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,21.701,44207533742.0,6613,Finance
BDX,Becton Dickinson and Company Common Stock,154.96,44123590723.0,1806970,Health Care
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,256.05,43572514483.0,1255627,Industrials
YUM,Yum! Brands Inc.,156.93,43339872046.0,1571360,Consumer Discretionary
FITB,Fifth Third Bancorp Common Stock,47.79,43276879569.0,7501163,Finance
CMG,Chipotle Mexican Grill Inc. Common Stock,33.06,43058104380.0,12728214,Consumer Discretionary
EBAY,eBay Inc. Common Stock,96.01,43012480000.0,3574767,Real Estate
DAL,Delta Air Lines Inc. Common Stock,65.62,42858437059.0,16000478,Consumer Discretionary
MSTR,Strategy Inc Common Stock Class A,123.72,42756938797.0,13588881,Technology
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,319.52,42375746971.0,1305095,Health Care
HSY,The Hershey Company Common Stock,206.98,41952973245.0,1781302,Consumer Staples
HBANZ,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/1000th Interest in a Share of 5.50% Series L Non-Cumulative Perpetual Preferred Stock,20.57,41903551406.0,9345,Finance
ROK,Rockwell Automation Inc. Common Stock,369.37,41501640478.0,759824,Industrials
ODFL,Old Dominion Freight Line Inc. Common Stock,198.93,41462108388.0,2941071,Industrials
ED,Consolidated Edison Inc. Common Stock,114.46,41348381753.0,1359582,Utilities
PYPL,PayPal Holdings Inc. Common Stock,44.87,41310218000.0,10318371,Industrials
DDOG,Datadog Inc. Class A Common Stock,116.54,41237833882.0,3866768,Technology
RKT,Rocket Companies Inc. Class A Common Stock,14.51,40915521120.0,21284963,Finance
RBLX,Roblox Corporation Class A Common Stock,57.5,40750597703.0,3740723,Technology
AIG,American International Group Inc. New Common Stock,76.17,40740801871.0,2379302,Finance
PEG,Public Service Enterprise Group Incorporated Common Stock,81.61,40702164055.0,1837997,Utilities
CBRE,CBRE Group Inc Common Stock Class A,138.02,40459286039.0,1472827,Finance
MSCI,MSCI Inc. Common Stock,547.28,40017226340.0,524429,Real Estate
VTR,Ventas Inc. Common Stock,83.64,39767739790.0,2301386,Real Estate
DHI,D.R. Horton Inc. Common Stock,137.07,39709644353.0,2673188,Consumer Discretionary
NUE,Nucor Corporation Common Stock,173.26,39457477679.0,1682773,Industrials
VG,Venture Global Inc. Class A common stock,15.99,39286955177.0,22385677,Utilities
TRI,Thomson Reuters Corporation Common Shares,88.45,39258820139.0,1009462,Consumer Discretionary
AMP,Ameriprise Financial Inc. Common Stock,432.06,39183378388.0,805526,Finance
PPLC,PPL Corporation Corporate Units,51.575,38792914878.0,848288,Utilities
HEI,Heico Corporation Common Stock,275.38,38420576717.0,598664,Industrials
BE,Bloom Energy Corporation Class A Common Stock,135.91,38382355060.0,5453613,Energy
WEC,WEC Energy Group Inc. Common Stock,116.94,38087312160.0,1679014,Utilities
RKLB,Rocket Lab Corporation Common Stock,66.32,37966141958.0,24086866,Industrials
EQT,EQT Corporation Common Stock,60.69,37923247174.0,5681494,Energy
TKO,TKO Group Holdings Inc. Class A Common Stock,192.96,37458350931.0,1658142,Consumer Discretionary
HIG,The Hartford Insurance Group Inc. Common Stock,135.76,37451190747.0,1239921,Finance
LYV,Live Nation Entertainment Inc. Common Stock,158.29,37166796233.0,2110976,Consumer Discretionary
CCI,Crown Castle Inc. Common Stock,84.91,37026740721.0,2171616,Real Estate
ROP,Roper Technologies Inc. Common Stock,358.83,36933480207.0,762339,Technology
TTWO,Take-Two Interactive Software Inc. Common Stock,198.33,36725848188.0,1242696,Consumer Discretionary
STT,State Street Corporation Common Stock,131.21,36571928565.0,2033522,Finance
MCHP,Microchip Technology Incorporated Common Stock,67.51,36532054770.0,6530977,Technology
VMC,Vulcan Materials Company (Holding Company) Common Stock,277.85,36248936440.0,1401169,Industrials
SATS,EchoStar  Corporation Common Stock,124.77,36043040927.0,3775525,Consumer Discretionary
CUK,Carnival Plc ADS ADS,25.2,35985999395.0,2645140,Consumer Discretionary
CCL,Carnival Corporation Common Stock,25.2,35985999395.0,24624558,Consumer Discretionary
XYZ,Block Inc. Class A Common Stock,59.97,35927787120.0,3567228,Technology
MLM,Martin Marietta Materials Inc. Common Stock,594.43,35851289504.0,372711,Industrials
LVS,Las Vegas Sands Corp. Common Stock,54.02,35848655758.0,3438469,Consumer Discretionary
ASTS,AST SpaceMobile Inc. Class A Common Stock,92.57,35363149656.0,9732310,Consumer Discretionary
INSM,Insmed Incorporated Common Stock,163.03,35190375851.0,1350722,Health Care
CPNG,Coupang Inc. Class A Common Stock,19.19,35082995960.0,11619516,Consumer Discretionary
SYY,Sysco Corporation Common Stock,73.24,35076880733.0,4910694,Consumer Discretionary
ADM,Archer-Daniels-Midland Company Common Stock,72.15,34768731465.0,2674817,Consumer Staples
KDP,Keurig Dr Pepper Inc. Common Stock,25.47,34605224523.0,8046081,Consumer Staples
STRC,Strategy Inc Variable Rate Series A Perpetual Stretch Preferred Stock,100.0,34559439700.0,1606826,Technology
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,16.9,34427322254.0,49271,Finance
PRU,Prudential Financial Inc. Common Stock,97.4,33877541672.0,1822832,Finance
ARES,Ares Management Corporation Class A Common Stock,102.24,33685283225.0,3147548,Finance
EME,EMCOR Group Inc. Common Stock,750.42,33418128178.0,544399,Industrials
STRF,Strategy Inc 10.00% Series A Perpetual Strife Preferred Stock,95.77,33097575401.0,100653,Technology
RMD,ResMed Inc. Common Stock,226.05,32930602546.0,1029896,Health Care
NRG,NRG Energy Inc. Common Stock,153.06,32840031512.0,1853519,Utilities
PAYX,Paychex Inc. Common Stock,91.61,32823027608.0,3038914,Industrials
WDAY,Workday Inc. Class A Common Stock,127.51,32770070000.0,2572574,Technology
HPE,Hewlett Packard Enterprise Company Common Stock,24.63,32680416212.0,10138976,Technology
HBAN,Huntington Bancshares Incorporated Common Stock,15.88,32349460201.0,25484728,Finance
HAL,Halliburton Company Common Stock,38.72,32337296735.0,15197927,Energy
MCHPP,Microchip Technology Incorporated Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,59.75,32332843616.0,57845,Technology
A,Agilent Technologies Inc. Common Stock,113.88,32182751860.0,1624097,Industrials
KVUE,Kenvue Inc. Common Stock,16.73,32066927866.0,21244629,Consumer Discretionary
CQP,Cheniere Energy Partners LP Common Units,65.95,31923369412.0,73004,Utilities
CPRT,Copart Inc. (DE) Common Stock,33.11,31895140727.0,7540083,Consumer Discretionary
VIK,Viking Holdings Ltd Ordinary Shares,71.48,31864786068.0,3780412,Consumer Discretionary
GEHC,GE HealthCare Technologies Inc. Common Stock ,69.73,31817111671.0,3206710,Health Care
MTB,M&T Bank Corporation Common Stock,212.11,31604443452.0,1384209,Finance
CHTR,Charter Communications Inc. Class A Common Stock New,223.8,31595719206.0,1045287,Telecommunications
ATO,Atmos Energy Corporation Common Stock,188.7,31218329110.0,815994,Utilities
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,104.73,31154956504.0,831848,Real Estate
IR,Ingersoll Rand Inc. Common Stock,79.55,31153211423.0,3055743,Industrials
SYM,Symbotic Inc. Class A Common Stock,51.58,31060021031.0,1062154,Industrials
DVN,Devon Energy Corporation Common Stock,49.95,31040942935.0,12324174,Energy
TPL,Texas Pacific Land Corporation Common Stock,449.79,31009221574.0,323467,Energy
KMB,Kimberly-Clark Corporation Common Stock,93.05,30885692526.0,7811197,Consumer Discretionary
DTE,DTE Energy Company Common Stock,148.27,30844328908.0,708905,Utilities
