symbol,name,price,marketCap,volume,industry
APH,Amphenol Corporation Common Stock,148.72,182840935042.0,8363349,Technology
DIS,Walt Disney Company (The) Common Stock,102.59,181740221514.0,9991741,Consumer Discretionary
T,AT&T Inc.,25.62,178918711791.0,42140963,Telecommunications
TJX,TJX Companies Inc. (The) Common Stock,160.28,177399611623.0,4537591,Consumer Discretionary
ABT,Abbott Laboratories Common Stock,101.05,175994472590.0,11688687,Health Care
BA,Boeing Company (The) Common Stock,223.77,175848343208.0,4813088,Industrials
GILD,Gilead Sciences Inc. Common Stock,140.45,174357513158.0,6446496,Health Care
SCHW,Charles Schwab Corporation (The) Common Stock,98.38,170994223006.0,12165441,Finance
ADI,Analog Devices Inc. Common Stock,348.6,170187969130.0,2311340,Technology
ISRG,Intuitive Surgical Inc. Common Stock,467.22,165923949331.0,1972963,Health Care
BLK,BlackRock Inc. Common Stock,1054.56,163841428614.0,1349657,Finance
DE,Deere & Company Common Stock,596.04,160994744363.0,867516,Industrials
SCCO,Southern Copper Corporation Common Stock,193.37,158389962966.0,1443962,Basic Materials
CRM,Salesforce Inc. Common Stock,171.31,158119130000.0,13095022,Technology
TBB,AT&T Inc. 5.350% Global Notes due 2066,21.97,157093968996.0,88593,Telecommunications
PFE,Pfizer Inc. Common Stock,27.11,154211334657.0,24541926,Health Care
UNP,Union Pacific Corporation Common Stock,252.04,149630678732.0,2264735,Industrials
UBER,Uber Technologies Inc. Common Stock,72.91,148951217868.0,16659463,Real Estate
WELL,Welltower Inc. Common Stock,210.99,148648887874.0,1926670,Real Estate
GLW,Corning Incorporated Common Stock,172.82,148270592197.0,9206180,Industrials
HON,Honeywell International Inc. Common Stock,233.24,147793253476.0,3155295,Industrials
APP,Applovin Corporation Class A Common Stock,433.51,145787001384.0,3196761,Technology
COP,ConocoPhillips Common Stock,118.79,145019755355.0,9836405,Energy
BKNG,Booking Holdings Inc. Common Stock,181.12,143416910688.0,5517721,Consumer Discretionary
QCOM,QUALCOMM Incorporated Common Stock,132.84,141740280000.0,7575736,Technology
LMT,Lockheed Martin Corporation Common Stock,611.58,140946022126.0,904653,Industrials
DHR,Danaher Corporation Common Stock,198.61,140556181608.0,3336426,Industrials
SNDK,Sandisk Corporation Common Stock,944.46,139403214015.0,19751601,Technology
LOW,Lowe's Companies Inc. Common Stock,248.44,139142158301.0,1958941,Consumer Discretionary
SYK,Stryker Corporation Common Stock,345.88,132466593428.0,2304834,Health Care
PANW,Palo Alto Networks Inc. Common Stock,161.59,131857440000.0,7404292,Technology
PLD,Prologis Inc. Common Stock,138.36,128983436331.0,3982690,Real Estate
SPGI,S&P Global Inc. Common Stock,425.24,128905934080.0,2455356,Finance
NEM,Newmont Corporation,119.3,128836022409.0,6969933,Basic Materials
COF,Capital One Financial Corporation Common Stock,199.84,124920437837.0,3484795,Finance
PH,Parker-Hannifin Corporation Common Stock,985.0,124323281065.0,529966,Industrials
WDC,Western Digital Corporation Common Stock,366.22,124162467795.0,7289593,Technology
DELL,Dell Technologies Inc. Class C Common Stock ,184.51,119147046694.0,6248764,Technology
VRT,Vertiv Holdings LLC Class A Common Stock,310.51,118800649057.0,4988047,Technology
BMY,Bristol-Myers Squibb Company Common Stock,58.08,118583995226.0,7612196,Health Care
MRVL,Marvell Technology Inc. Common Stock,133.83,117028746928.0,33394414,Technology
PGR,Progressive Corporation (The) Common Stock,196.59,115183329936.0,3275834,Finance
MDT,Medtronic plc. Ordinary Shares,88.12,113135943028.0,5640209,Health Care
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,444.28,113050138633.0,1445456,Health Care
SBUX,Starbucks Corporation Common Stock,98.47,112183137215.0,4989772,Consumer Discretionary
HCA,HCA Healthcare Inc. Common Stock,498.66,111484900586.0,752625,Health Care
MO,Altria Group Inc.,65.62,109671596070.0,8945367,Health Care
SO,Southern Company (The) Common Stock,95.96,108273570407.0,5339399,Utilities
CME,CME Group Inc. Class A Common Stock,297.03,107764884299.0,2279850,Finance
MCK,McKesson Corporation Common Stock,862.79,105680952162.0,614371,Health Care
EQIX,Equinix Inc. Common Stock REIT,1057.37,104281516449.0,510648,Real Estate
HWM,Howmet Aerospace Inc. Common Stock,258.03,103396119113.0,1631258,Industrials
INTU,Intuit Inc. Common Stock,366.8,101438540000.0,2481744,Technology
CMCSA,Comcast Corporation Class A Common Stock,28.14,101243386271.0,17560027,Telecommunications
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,398.49,101062678724.0,3172913,Technology
DUK,Duke Energy Corporation (Holding Company) Common Stock,129.78,100984105373.0,2506244,Utilities
CVS,CVS Health Corporation Common Stock,77.62,99478133761.0,6103543,Consumer Staples
FCX,Freeport-McMoRan Inc. Common Stock,68.27,98117753642.0,12327507,Basic Materials
MAR,Marriott International Class A Common Stock,366.7,97150561833.0,1476773,Consumer Discretionary
NOC,Northrop Grumman Corporation Common Stock,680.13,96601012431.0,535148,Industrials
ADBE,Adobe Inc. Common Stock,235.72,95278024000.0,6294356,Technology
BSX,Boston Scientific Corporation Common Stock,63.82,94847699158.0,12348368,Health Care
BX,Blackstone Inc. Common Stock,126.33,93759692505.0,8698346,Finance
CEG,Constellation Energy Corporation Common Stock ,296.61,92930785668.0,2282955,Utilities
GD,General Dynamics Corporation Common Stock,339.88,92055091577.0,1154084,Industrials
ICE,Intercontinental Exchange Inc. Common Stock,162.04,91784440512.0,2684471,Finance
WM,Waste Management Inc. Common Stock,227.09,91497628759.0,2446140,Utilities
NOW,ServiceNow Inc. Common Stock,87.79,90964097666.0,25058159,Technology
BK,The Bank of New York Mellon Corporation Common Stock,130.51,89820503421.0,3802642,Finance
KKR,KKR & Co. Inc. Common Stock,100.43,89538456284.0,8151909,Finance
PNC,PNC Financial Services Group Inc. (The) Common Stock,221.2,89225648168.0,2724833,Finance
PWR,Quanta Services Inc. Common Stock,594.4,89193714368.0,784063,Industrials
FDX,FedEx Corporation Common Stock,370.14,88317904666.0,2181371,Consumer Discretionary
UPS,United Parcel Service Inc. Common Stock,103.22,87659367928.0,4697868,Industrials
WMB,Williams Companies Inc. (The) Common Stock,71.44,87359037924.0,4847199,Utilities
USB,U.S. Bancorp Common Stock,56.09,87146797366.0,15675397,Finance
CMI,Cummins Inc. Common Stock,615.56,85105737455.0,503141,Industrials
MRSH,Marsh Common Stock,172.85,83503134612.0,1998079,Finance
SHW,Sherwin-Williams Company (The) Common Stock,333.6,82520079293.0,1176549,Consumer Discretionary
AMT,American Tower Corporation (REIT) Common Stock,176.41,82272343696.0,2887217,Real Estate
CVNA,Carvana Co. Class A Common Stock,374.21,81990623440.0,5298516,Consumer Discretionary
ABNB,Airbnb Inc. Class A Common Stock,133.85,81476363278.0,3113259,Consumer Discretionary
EMR,Emerson Electric Company Common Stock,144.56,81242720000.0,1975871,Technology
CDNS,Cadence Design Systems Inc. Common Stock,292.37,80721037921.0,2181799,Technology
EPD,Enterprise Products Partners L.P. Common Stock,37.25,80525585442.0,6873150,Utilities
SNPS,Synopsys Inc. Common Stock,418.8,80226176908.0,1254819,Technology
REGN,Regeneron Pharmaceuticals Inc. Common Stock,755.51,79872370631.0,637765,Health Care
MMM,3M Company Common Stock,152.55,79691536954.0,2238585,Health Care
CSX,CSX Corporation Common Stock,42.51,79099831417.0,9371760,Industrials
ADP,Automatic Data Processing Inc. Common Stock,195.08,78547862529.0,2409047,Industrials
ITW,Illinois Tool Works Inc. Common Stock,272.25,78429256191.0,1024766,Industrials
ORLY,O'Reilly Automotive Inc. Common Stock,93.52,78248134621.0,3902591,Consumer Discretionary
MCO,Moody's Corporation Common Stock,438.06,77976377483.0,890204,Finance
ECL,Ecolab Inc. Common Stock,273.13,77138403754.0,1166523,Consumer Discretionary
RCL,Royal Caribbean Cruises Ltd. Common Stock,281.53,76161833144.0,1865650,Consumer Discretionary
HLT,Hilton Worldwide Holdings Inc. Common Stock ,331.38,75818396940.0,1746438,Consumer Discretionary
MDLZ,Mondelez International Inc. Class A Common Stock,57.84,74235129166.0,6585426,Consumer Staples
AEP,American Electric Power Company Inc. Common Stock,135.46,73631109001.0,3162435,Utilities
MNST,Monster Beverage Corporation,75.07,73411405072.0,5680911,Consumer Staples
NSC,Norfolk Southern Corporation Common Stock,299.7,73374234118.0,1055874,Industrials
TDG,Transdigm Group Incorporated Common Stock,1296.58,73222492315.0,471302,Industrials
MSI,Motorola Solutions Inc. Common Stock,440.08,73142885129.0,749921,Technology
ROST,Ross Stores Inc. Common Stock,223.29,71932459967.0,1791294,Consumer Discretionary
CI,The Cigna Group Common Stock,272.6,71837808310.0,939518,Health Care
GM,General Motors Company Common Stock,79.46,71829285599.0,5859017,Industrials
EOG,EOG Resources Inc. Common Stock,133.59,71566275592.0,2895047,Energy
HOOD,Robinhood Markets Inc. Class A Common Stock,79.09,71205390565.0,42482947,Finance
DASH,DoorDash Inc. Class A Common Stock,163.55,71050429870.0,3093442,Technology
CTAS,Cintas Corporation Common Stock,176.14,70471345141.0,2061795,Industrials
VLO,Valero Energy Corporation Common Stock,235.58,70427505814.0,2829008,Energy
KMI,Kinder Morgan Inc. Common Stock,31.65,70415517805.0,15794285,Utilities
AON,Aon plc Class A Ordinary Shares (Ireland),323.02,69208487298.0,1270490,Finance
ELV,Elevance Health Inc. Common Stock,313.35,68831992655.0,1687120,Health Care
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,27.37,67875670826.0,20566042,Consumer Discretionary
CL,Colgate-Palmolive Company Common Stock,84.16,67432318340.0,7860266,Consumer Discretionary
DLR,Digital Realty Trust Inc. Common Stock,195.79,67276467781.0,1766049,Real Estate
MPWR,Monolithic Power Systems Inc. Common Stock,1363.42,66968463560.0,555253,Technology
LHX,L3Harris Technologies Inc. Common Stock,355.56,66413592826.0,947918,Industrials
APO,Apollo Global Management Inc. (New) Common Stock,114.82,66394359349.0,6156064,Finance
MPC,Marathon Petroleum Corporation Common Stock,223.93,66100721515.0,1524058,Energy
CIEN,Ciena Corporation Common Stock,467.19,66059931110.0,3425941,Utilities
APD,Air Products and Chemicals Inc. Common Stock,296.63,66046451653.0,972792,Basic Materials
PCAR,PACCAR Inc. Common Stock,125.43,66009163700.0,3169836,Consumer Discretionary
SPG,Simon Property Group Inc. Common Stock,202.96,65931187831.0,2263750,Real Estate
NKE,Nike Inc. Common Stock,44.2,65455206859.0,22123935,Consumer Discretionary
RSG,Republic Services Inc. Common Stock,211.73,65415294532.0,2371688,Utilities
ET,Energy Transfer LP Common Units ,18.73,64437091990.0,10543620,Utilities
TRV,The Travelers Companies Inc. Common Stock,299.59,63705653157.0,1186205,Finance
PSX,Phillips 66 Common Stock,158.76,63659996147.0,2481016,Energy
NET,Cloudflare Inc. Class A Common Stock,178.65,62881280238.0,4823418,Technology
SRE,DBA Sempra Common Stock,96.16,62824458585.0,3837125,Utilities
MDLN,Medline Inc. Class A Common Stock,47.67,62623764950.0,4459917,Health Care
COR,Cencora Inc. Common Stock,319.9,62230365172.0,1082145,Health Care
BE,Bloom Energy Corporation Class A Common Stock,219.03,61856281575.0,25004656,Energy
CRWV,CoreWeave Inc. Class A Common Stock,117.2,61610649188.0,46486346,Technology
TFC,Truist Financial Corporation Common Stock,49.53,61467213017.0,6856106,Finance
BKR,Baker Hughes Company Class A Common Stock,61.49,60983159267.0,7762728,Consumer Discretionary
LITE,Lumentum Holdings Inc. Common Stock,852.79,60889206000.0,5451427,Telecommunications
UI,Ubiquiti Inc. Common Stock,991.66,60016050578.0,139361,Technology
O,Realty Income Corporation Common Stock,63.81,59499674956.0,4385859,Real Estate
COHR,Coherent Corp. Common Stock,313.42,58760562054.0,4478440,Technology
